question,worker,answer
clueweb09-enwp01-77-14696,worker-117,0
clueweb09-en0000-43-35491,worker-19,1
clueweb09-en0011-85-09773,worker-117,0
clueweb09-en0004-29-19633,worker-65,1
clueweb09-en0011-15-10025,worker-65,0
clueweb09-enwp03-04-23866,worker-19,1
clueweb09-en0005-45-15067,worker-117,0
clueweb09-en0005-69-15732,worker-65,0
clueweb09-en0007-48-34343,worker-117,0
clueweb09-en0006-35-24908,worker-117,0
clueweb09-en0007-89-11756,worker-65,0
clueweb09-enwp00-60-11527,worker-65,1
clueweb09-en0010-17-02839,worker-117,0
clueweb09-enwp03-31-01880,worker-117,0
clueweb09-en0011-78-00514,worker-65,1
clueweb09-en0000-36-01495,worker-19,1
clueweb09-en0003-86-15904,worker-117,0
clueweb09-en0003-67-00911,worker-117,0
clueweb09-en0000-36-01499,worker-19,1
clueweb09-en0003-69-04806,worker-117,0
clueweb09-enwp01-80-15167,worker-19,1
clueweb09-en0008-61-36696,worker-19,1
clueweb09-en0003-52-21513,worker-117,0
clueweb09-en0006-84-10026,worker-117,0
clueweb09-en0010-54-23687,worker-65,0
clueweb09-en0006-78-10236,worker-65,0
clueweb09-en0005-00-02955,worker-117,0
clueweb09-en0000-08-11902,worker-19,1
clueweb09-en0000-08-11900,worker-117,0
clueweb09-en0000-08-11901,worker-117,0
clueweb09-en0009-47-16813,worker-117,0
clueweb09-en0007-24-18145,worker-65,1
clueweb09-en0008-23-06846,worker-117,0
clueweb09-enwp03-39-01261,worker-19,1
clueweb09-en0005-88-21683,worker-65,1
clueweb09-enwp01-16-13350,worker-19,1
clueweb09-en0009-97-14237,worker-19,1
clueweb09-en0000-69-07261,worker-19,1
clueweb09-en0008-75-03385,worker-117,0
clueweb09-en0000-82-20922,worker-117,0
clueweb09-en0004-21-07021,worker-65,1
clueweb09-en0004-79-19642,worker-117,0
clueweb09-en0001-89-28016,worker-19,1
clueweb09-en0006-19-03196,worker-19,1
clueweb09-enwp01-55-05268,worker-117,0
clueweb09-en0010-16-41578,worker-117,0
clueweb09-en0010-16-41579,worker-117,0
clueweb09-en0001-35-31186,worker-117,0
clueweb09-en0009-78-24292,worker-19,1
clueweb09-enwp01-93-17095,worker-117,0
clueweb09-en0006-06-12452,worker-65,1
clueweb09-en0010-13-11691,worker-117,0
clueweb09-en0005-00-02884,worker-19,1
clueweb09-en0008-09-11853,worker-19,1
clueweb09-en0011-85-09792,worker-117,0
clueweb09-en0005-49-14124,worker-65,1
clueweb09-enwp01-85-11373,worker-117,0
clueweb09-en0009-18-16723,worker-65,1
clueweb09-en0006-09-21064,worker-117,0
clueweb09-enwp00-85-03622,worker-65,1
clueweb09-en0008-90-14469,worker-117,0
clueweb09-en0000-01-01942,worker-117,0
clueweb09-enwp00-75-22264,worker-19,1
clueweb09-en0000-09-08859,worker-19,1
clueweb09-enwp03-31-01362,worker-117,0
clueweb09-en0001-19-27388,worker-19,1
clueweb09-en0004-73-33928,worker-19,1
clueweb09-en0000-88-30125,worker-117,0
clueweb09-en0006-01-20491,worker-19,1
clueweb09-en0003-78-11260,worker-19,1
clueweb09-enwp01-48-07501,worker-117,0
clueweb09-en0007-64-05358,worker-65,1
clueweb09-en0010-77-08144,worker-65,0
clueweb09-en0009-39-03490,worker-19,1
clueweb09-enwp00-49-22601,worker-65,1
clueweb09-en0008-19-06762,worker-117,0
clueweb09-en0000-47-25390,worker-117,0
clueweb09-en0000-53-24861,worker-65,1
clueweb09-en0008-93-07987,worker-65,1
clueweb09-enwp00-37-16598,worker-65,0
clueweb09-en0006-33-01020,worker-65,1
clueweb09-en0005-97-14711,worker-65,1
clueweb09-en0008-93-07988,worker-65,1
clueweb09-en0000-03-04947,worker-117,0
clueweb09-en0008-42-32820,worker-117,0
clueweb09-en0008-42-32823,worker-19,1
clueweb09-en0004-21-09263,worker-65,0
clueweb09-en0006-94-17788,worker-65,1
clueweb09-enwp00-81-08463,worker-65,1
clueweb09-en0001-77-17376,worker-117,0
clueweb09-en0002-72-24145,worker-117,0
clueweb09-enwp01-35-01035,worker-65,1
clueweb09-en0009-04-30415,worker-65,0
clueweb09-enwp00-51-04978,worker-65,0
clueweb09-en0006-52-19653,worker-19,1
clueweb09-en0005-77-39181,worker-65,1
clueweb09-en0007-39-22682,worker-65,1
clueweb09-en0005-31-10650,worker-19,1
clueweb09-enwp02-05-04222,worker-65,1
clueweb09-en0000-38-06891,worker-117,0
clueweb09-en0007-84-04826,worker-117,0
clueweb09-enwp00-87-03774,worker-117,0
clueweb09-en0009-89-11534,worker-65,1
clueweb09-en0009-14-24598,worker-117,0
clueweb09-enwp00-89-04364,worker-117,0
clueweb09-en0007-55-10278,worker-19,1
clueweb09-en0005-77-01169,worker-117,0
clueweb09-en0004-74-03083,worker-65,1
clueweb09-en0004-82-12313,worker-117,0
clueweb09-en0007-50-25136,worker-65,0
clueweb09-enwp01-21-16726,worker-65,1
clueweb09-en0009-37-03873,worker-65,1
clueweb09-en0001-18-32165,worker-19,1
clueweb09-en0001-30-00090,worker-19,1
clueweb09-en0004-31-36315,worker-19,1
clueweb09-en0004-55-41172,worker-65,1
clueweb09-en0009-97-04304,worker-117,0
clueweb09-en0010-37-36993,worker-117,0
clueweb09-en0011-40-02146,worker-117,0
clueweb09-en0002-01-34917,worker-65,1
clueweb09-en0000-17-21405,worker-117,0
clueweb09-enwp02-24-00069,worker-65,0
clueweb09-en0000-08-14897,worker-19,1
clueweb09-en0009-68-10696,worker-65,1
clueweb09-en0007-19-11001,worker-117,0
clueweb09-en0000-08-14899,worker-117,0
clueweb09-enwp01-67-09358,worker-19,1
clueweb09-en0010-55-41028,worker-117,0
clueweb09-en0000-27-31626,worker-19,1
clueweb09-enwp01-23-08760,worker-19,1
clueweb09-enwp01-20-18165,worker-19,1
clueweb09-enwp00-53-04741,worker-65,1
clueweb09-en0011-77-34187,worker-117,0
clueweb09-en0000-08-10771,worker-117,0
clueweb09-en0002-53-30927,worker-19,1
clueweb09-en0009-05-10136,worker-117,0
clueweb09-en0002-83-28838,worker-65,1
clueweb09-en0003-69-04780,worker-117,0
clueweb09-en0003-69-04786,worker-19,1
clueweb09-enwp00-80-03303,worker-19,1
clueweb09-en0010-08-17905,worker-19,1
clueweb09-en0010-28-39362,worker-117,0
clueweb09-en0009-42-17189,worker-65,0
clueweb09-en0002-49-15118,worker-19,1
clueweb09-en0004-63-28801,worker-65,1
clueweb09-en0005-23-18500,worker-117,0
clueweb09-en0005-23-02443,worker-65,0
clueweb09-en0006-51-23217,worker-65,0
clueweb09-en0007-01-41648,worker-19,1
clueweb09-en0008-83-28319,worker-65,0
clueweb09-en0003-75-20250,worker-117,0
clueweb09-en0000-72-00590,worker-19,1
clueweb09-en0004-50-16430,worker-65,0
clueweb09-en0007-01-13970,worker-117,0
clueweb09-en0004-58-21375,worker-19,1
clueweb09-en0001-68-31791,worker-117,0
clueweb09-en0009-15-02980,worker-65,1
clueweb09-en0000-92-27444,worker-117,0
clueweb09-en0002-28-31389,worker-65,0
clueweb09-en0000-02-34468,worker-117,0
clueweb09-en0004-58-21308,worker-117,0
clueweb09-en0011-73-18721,worker-19,1
clueweb09-en0010-78-24755,worker-19,1
clueweb09-en0006-78-10238,worker-65,0
clueweb09-en0002-80-35957,worker-19,1
clueweb09-enwp01-67-09359,worker-117,0
clueweb09-en0000-82-20850,worker-19,1
clueweb09-en0009-89-11550,worker-65,0
clueweb09-en0010-89-22646,worker-65,1
clueweb09-en0010-94-20856,worker-117,0
clueweb09-en0008-56-39562,worker-19,1
clueweb09-en0009-32-23238,worker-19,1
clueweb09-enwp00-62-20587,worker-65,0
clueweb09-en0006-01-20538,worker-19,1
clueweb09-en0002-28-00025,worker-65,1
clueweb09-en0008-22-22055,worker-117,0
clueweb09-en0007-26-13840,worker-19,1
clueweb09-en0004-14-20540,worker-65,1
clueweb09-en0011-48-27166,worker-117,0
clueweb09-en0006-78-10232,worker-65,0
clueweb09-en0005-97-14746,worker-65,1
clueweb09-en0007-71-00093,worker-65,0
clueweb09-en0008-83-28363,worker-65,0
clueweb09-en0002-08-23998,worker-117,0
clueweb09-en0010-43-24713,worker-117,0
clueweb09-en0001-70-15352,worker-117,0
clueweb09-en0004-78-17981,worker-65,1
clueweb09-enwp01-80-18673,worker-19,1
clueweb09-en0011-03-34855,worker-117,0
clueweb09-en0001-80-26938,worker-117,0
clueweb09-en0010-54-34542,worker-65,0
clueweb09-enwp01-15-21968,worker-19,1
clueweb09-enwp02-23-17118,worker-19,1
clueweb09-en0009-42-26513,worker-65,0
clueweb09-en0004-81-16386,worker-117,0
clueweb09-en0006-26-19733,worker-117,0
clueweb09-en0005-88-21592,worker-65,1
clueweb09-en0005-37-40696,worker-19,1
clueweb09-en0011-09-22845,worker-19,1
clueweb09-enwp00-00-14445,worker-65,1
clueweb09-en0006-02-26282,worker-117,0
clueweb09-enwp03-12-23908,worker-117,0
clueweb09-en0009-06-06322,worker-19,1
clueweb09-en0006-04-31778,worker-65,1
clueweb09-en0011-28-14558,worker-65,1
clueweb09-en0001-24-29027,worker-65,0
clueweb09-en0000-29-27058,worker-65,1
clueweb09-en0009-08-28031,worker-19,1
clueweb09-enwp00-67-05672,worker-19,1
clueweb09-en0002-47-04706,worker-117,0
clueweb09-en0003-69-04818,worker-117,0
clueweb09-en0004-19-02754,worker-19,1
clueweb09-enwp00-92-03664,worker-19,1
clueweb09-en0005-88-21628,worker-65,0
clueweb09-en0004-29-19677,worker-65,0
clueweb09-enwp02-30-17444,worker-117,0
clueweb09-en0003-69-04812,worker-117,0
clueweb09-en0004-29-19672,worker-65,1
clueweb09-en0002-83-28837,worker-65,1
clueweb09-en0008-25-05649,worker-65,0
clueweb09-en0000-00-07701,worker-19,1
clueweb09-enwp00-68-00450,worker-65,1
clueweb09-en0001-25-05147,worker-65,1
clueweb09-en0005-19-12936,worker-19,1
clueweb09-en0005-78-12829,worker-19,1
clueweb09-en0009-98-26557,worker-19,1
clueweb09-enwp00-39-05051,worker-65,0
clueweb09-en0006-94-17820,worker-65,0
clueweb09-enwp00-42-21767,worker-65,0
clueweb09-en0008-00-22209,worker-117,0
clueweb09-en0000-01-24873,worker-19,1
clueweb09-en0000-30-07349,worker-19,1
clueweb09-en0002-61-19869,worker-19,1
clueweb09-en0006-55-23347,worker-117,0
clueweb09-en0006-55-23346,worker-19,1
clueweb09-en0008-62-07173,worker-117,0
clueweb09-en0011-31-05750,worker-117,0
clueweb09-en0010-77-08155,worker-65,0
clueweb09-en0010-54-23717,worker-65,0
clueweb09-en0006-70-33545,worker-117,0
clueweb09-en0005-07-25084,worker-19,1
clueweb09-en0000-04-01322,worker-117,0
clueweb09-en0004-90-08386,worker-19,1
clueweb09-en0007-05-20239,worker-19,1
clueweb09-en0007-24-16951,worker-65,0
clueweb09-en0007-23-10968,worker-65,1
clueweb09-en0011-09-07090,worker-19,1
clueweb09-en0000-43-16967,worker-117,0
clueweb09-en0010-77-08154,worker-65,0
clueweb09-en0008-95-41067,worker-65,1
clueweb09-en0004-58-21334,worker-19,1
clueweb09-en0007-60-23664,worker-65,1
clueweb09-en0000-01-12053,worker-65,0
clueweb09-en0000-01-12055,worker-65,0
clueweb09-enwp01-38-22194,worker-117,0
clueweb09-en0007-90-29038,worker-65,0
clueweb09-enwp00-87-03800,worker-117,0
clueweb09-en0000-41-02885,worker-19,1
clueweb09-en0001-18-31953,worker-117,0
clueweb09-en0005-78-12890,worker-117,0
clueweb09-en0010-39-07502,worker-65,1
clueweb09-en0007-39-22992,worker-65,1
clueweb09-enwp03-06-21690,worker-65,0
clueweb09-en0010-42-11903,worker-117,0
clueweb09-en0001-69-00945,worker-117,0
clueweb09-en0011-58-19323,worker-19,1
clueweb09-en0009-14-24583,worker-117,0
clueweb09-enwp03-04-23752,worker-65,1
clueweb09-en0000-08-10769,worker-117,0
clueweb09-en0007-00-24726,worker-19,1
clueweb09-en0009-14-24588,worker-19,1
clueweb09-en0001-77-17125,worker-117,0
clueweb09-en0004-58-21413,worker-117,0
clueweb09-en0001-89-21903,worker-19,1
clueweb09-en0007-60-29595,worker-19,1
clueweb09-en0006-31-15646,worker-65,1
clueweb09-enwp00-74-00093,worker-19,1
clueweb09-en0005-82-10290,worker-117,0
clueweb09-en0008-66-06215,worker-117,0
clueweb09-en0010-16-16516,worker-117,0
clueweb09-en0010-16-16517,worker-19,1
clueweb09-en0001-80-23222,worker-117,0
clueweb09-en0011-44-27922,worker-19,1
clueweb09-enwp00-95-24083,worker-19,1
clueweb09-en0003-66-28136,worker-19,1
clueweb09-en0005-08-29706,worker-117,0
clueweb09-en0004-74-27822,worker-19,1
clueweb09-en0009-76-05275,worker-117,0
clueweb09-en0009-89-11540,worker-65,1
clueweb09-en0000-37-02656,worker-117,0
clueweb09-enwp01-61-18592,worker-65,0
clueweb09-enwp01-91-06874,worker-19,1
clueweb09-enwp00-68-15168,worker-65,1
clueweb09-enwp01-10-13070,worker-117,0
clueweb09-en0003-56-24332,worker-117,0
clueweb09-en0000-08-14886,worker-117,0
clueweb09-en0006-93-22433,worker-19,1
clueweb09-en0003-54-15021,worker-65,0
clueweb09-en0001-31-30019,worker-19,1
clueweb09-enwp00-78-14420,worker-117,0
clueweb09-en0008-94-20141,worker-19,1
clueweb09-en0004-29-19632,worker-65,0
clueweb09-en0004-29-19630,worker-65,0
clueweb09-en0004-29-19636,worker-65,0
clueweb09-en0007-89-11755,worker-65,0
clueweb09-en0010-02-17611,worker-117,0
clueweb09-en0005-81-38455,worker-65,1
clueweb09-en0005-65-31815,worker-19,1
clueweb09-en0003-86-25456,worker-19,1
clueweb09-en0009-68-10701,worker-65,1
clueweb09-en0003-37-21358,worker-19,1
clueweb09-en0000-33-00000,worker-19,1
clueweb09-en0003-66-07457,worker-117,0
clueweb09-enwp00-56-05383,worker-65,0
clueweb09-enwp00-55-04531,worker-65,0
clueweb09-en0011-78-02718,worker-65,1
clueweb09-en0005-14-06744,worker-117,0
clueweb09-enwp01-13-00365,worker-19,1
clueweb09-enwp01-91-12191,worker-19,1
clueweb09-en0009-14-23509,worker-19,1
clueweb09-en0010-92-14638,worker-65,0
clueweb09-enwp00-94-05147,worker-117,0
clueweb09-en0009-94-03708,worker-65,0
clueweb09-en0005-13-23332,worker-117,0
clueweb09-en0001-25-29321,worker-117,0
clueweb09-enwp00-83-11659,worker-19,1
clueweb09-en0000-52-11942,worker-19,1
clueweb09-en0010-33-34713,worker-19,1
clueweb09-enwp03-21-08180,worker-19,1
clueweb09-en0004-05-01944,worker-117,0
clueweb09-en0007-00-04923,worker-65,0
clueweb09-en0002-96-35733,worker-117,0
clueweb09-en0010-78-24746,worker-117,0
clueweb09-en0005-22-07875,worker-19,1
clueweb09-en0002-97-26119,worker-117,0
clueweb09-enwp03-09-15942,worker-65,1
clueweb09-en0008-64-18124,worker-117,0
clueweb09-en0010-23-28469,worker-117,0
clueweb09-en0002-28-20679,worker-19,1
clueweb09-en0004-09-06987,worker-65,1
clueweb09-en0005-53-38385,worker-65,1
clueweb09-en0005-17-19369,worker-65,0
clueweb09-en0005-17-19368,worker-65,0
clueweb09-en0009-93-35410,worker-65,0
clueweb09-en0008-29-16557,worker-19,1
clueweb09-en0008-29-16556,worker-117,0
clueweb09-en0004-58-21566,worker-117,0
clueweb09-en0010-77-17289,worker-19,1
clueweb09-en0006-85-33170,worker-65,0
clueweb09-en0000-21-12230,worker-65,1
clueweb09-en0006-85-33174,worker-65,0
clueweb09-en0001-20-13960,worker-19,1
clueweb09-en0002-55-06729,worker-65,1
clueweb09-en0002-96-35753,worker-117,0
clueweb09-enwp03-01-04436,worker-65,1
clueweb09-en0006-33-01009,worker-65,1
clueweb09-en0004-97-00040,worker-117,0
