question,worker,answer
clueweb09-en0009-47-21161,w118,0
clueweb09-en0009-47-21161,w267,1
clueweb09-en0008-94-34766,w519,1
clueweb09-en0008-94-34766,w305,1
clueweb09-en0009-49-24975,w685,1
clueweb09-en0009-49-24975,w690,0
clueweb09-en0002-81-15150,w152,0
clueweb09-en0002-81-15150,w108,1
clueweb09-en0002-42-03201,w717,0
clueweb09-en0002-42-03201,w675,0
clueweb09-en0001-33-14613,w32,1
clueweb09-en0001-33-14613,w102,0
clueweb09-en0004-66-02999,w108,1
clueweb09-en0004-66-02999,w140,1
clueweb09-enwp03-35-10471,w623,1
clueweb09-enwp03-35-10471,w101,1
clueweb09-enwp01-16-01141,w179,0
clueweb09-enwp01-16-01141,w293,1
clueweb09-en0008-58-12616,w475,1
clueweb09-en0008-58-12616,w108,1
clueweb09-en0000-41-02885,w102,0
clueweb09-en0000-41-02885,w166,1
clueweb09-en0005-69-15745,w6,1
clueweb09-en0005-69-15745,w3,1
clueweb09-en0005-69-15746,w19,1
clueweb09-en0005-69-15746,w3,0
clueweb09-en0009-26-17504,w608,1
clueweb09-en0009-26-17504,w115,1
clueweb09-en0005-79-08444,w105,1
clueweb09-en0005-79-08444,w124,1
clueweb09-en0003-56-24332,w106,1
clueweb09-en0003-56-24332,w124,1
clueweb09-enwp01-63-08776,w675,0
clueweb09-enwp01-63-08776,w693,0
clueweb09-en0000-08-15166,w403,0
clueweb09-en0000-08-15166,w363,1
clueweb09-en0001-18-32106,w102,0
clueweb09-en0001-18-32106,w394,1
clueweb09-en0007-01-40620,w294,1
clueweb09-en0007-01-40620,w358,1
clueweb09-en0008-37-39683,w267,1
clueweb09-en0008-37-39683,w278,1
clueweb09-en0004-80-09397,w101,1
clueweb09-en0004-80-09397,w394,0
clueweb09-enwp03-33-22164,w208,1
clueweb09-enwp03-33-22164,w197,1
clueweb09-en0006-66-04487,w306,1
clueweb09-en0006-66-04487,w179,0
clueweb09-en0011-09-00317,w377,0
clueweb09-en0011-09-00317,w101,1
clueweb09-en0011-09-00315,w272,0
clueweb09-en0011-09-00315,w267,1
clueweb09-en0002-56-29609,w394,1
clueweb09-en0002-56-29609,w108,1
clueweb09-en0011-09-00318,w101,1
clueweb09-en0011-09-00318,w377,0
clueweb09-en0007-09-21634,w14,1
clueweb09-en0007-09-21634,w3,1
clueweb09-enwp01-40-03001,w179,1
clueweb09-enwp01-40-03001,w118,1
clueweb09-enwp02-20-07508,w197,1
clueweb09-enwp02-20-07508,w108,1
clueweb09-en0011-82-19754,w108,1
clueweb09-en0011-82-19754,w238,1
clueweb09-en0003-33-23344,w675,0
clueweb09-en0003-33-23344,w695,0
clueweb09-en0001-44-46502,w102,0
clueweb09-en0001-44-46502,w109,1
clueweb09-enwp02-03-04322,w337,1
clueweb09-enwp02-03-04322,w685,1
clueweb09-en0011-56-32346,w57,1
clueweb09-en0011-56-32346,w398,1
clueweb09-en0000-62-20678,w121,0
clueweb09-en0000-62-20678,w177,0
clueweb09-en0005-54-03301,w685,1
clueweb09-en0005-54-03301,w682,1
clueweb09-en0006-18-26591,w682,1
clueweb09-en0006-18-26591,w689,1
clueweb09-en0001-22-16646,w108,1
clueweb09-en0001-22-16646,w103,1
clueweb09-enwp01-21-13325,w108,1
clueweb09-enwp01-21-13325,w102,0
clueweb09-en0001-63-05036,w108,1
clueweb09-en0001-63-05036,w546,0
clueweb09-en0003-04-17786,w160,0
clueweb09-en0003-04-17786,w137,0
clueweb09-en0008-15-01798,w20,0
clueweb09-en0008-15-01798,w7,1
clueweb09-en0001-30-31247,w682,0
clueweb09-en0001-30-31247,w308,1
clueweb09-en0000-10-03753,w249,1
clueweb09-en0000-10-03753,w682,1
clueweb09-en0000-10-03752,w682,1
clueweb09-en0000-10-03752,w205,1
clueweb09-en0000-03-28266,w675,0
clueweb09-en0000-03-28266,w682,0
clueweb09-enwp00-49-04383,w238,0
clueweb09-enwp00-49-04383,w266,1
clueweb09-en0004-63-32676,w2,1
clueweb09-en0004-63-32676,w12,1
clueweb09-enwp02-21-16801,w108,1
clueweb09-enwp02-21-16801,w280,1
clueweb09-en0007-36-32138,w103,1
clueweb09-en0007-36-32138,w102,0
clueweb09-enwp00-84-19195,w102,0
clueweb09-enwp00-84-19195,w108,1
clueweb09-en0007-62-38123,w101,1
clueweb09-en0007-62-38123,w479,1
clueweb09-en0003-80-08838,w198,0
clueweb09-en0003-80-08838,w518,0
clueweb09-en0011-06-04323,w101,1
clueweb09-en0011-06-04323,w545,1
clueweb09-en0005-12-09556,w3,1
clueweb09-en0005-12-09556,w8,1
clueweb09-en0000-83-22212,w672,1
clueweb09-en0000-83-22212,w677,1
clueweb09-en0010-83-22661,w493,1
clueweb09-en0010-83-22661,w519,0
clueweb09-enwp00-59-05683,w140,1
clueweb09-enwp00-59-05683,w108,1
clueweb09-enwp02-22-15334,w475,1
clueweb09-enwp02-22-15334,w394,1
clueweb09-enwp00-87-12716,w102,0
clueweb09-enwp00-87-12716,w100,1
clueweb09-en0003-82-29584,w76,1
clueweb09-en0003-82-29584,w108,1
clueweb09-enwp02-07-01900,w339,1
clueweb09-enwp02-07-01900,w294,1
clueweb09-enwp01-53-08539,w118,1
clueweb09-enwp01-53-08539,w100,1
clueweb09-enwp00-81-00051,w101,1
clueweb09-enwp00-81-00051,w641,0
clueweb09-en0003-67-03096,w102,0
clueweb09-en0003-67-03096,w377,0
clueweb09-en0011-63-30697,w103,1
clueweb09-en0011-63-30697,w208,1
clueweb09-en0005-88-21627,w6,1
clueweb09-en0005-88-21627,w3,1
clueweb09-en0003-72-14060,w300,0
clueweb09-en0003-72-14060,w298,1
clueweb09-en0007-62-38019,w398,1
clueweb09-en0007-62-38019,w108,1
clueweb09-en0007-45-13368,w102,0
clueweb09-en0007-45-13368,w106,1
clueweb09-en0007-49-07544,w103,1
clueweb09-en0007-49-07544,w197,1
clueweb09-en0004-69-06666,w267,0
clueweb09-en0004-69-06666,w140,1
clueweb09-en0001-32-29084,w596,0
clueweb09-en0001-32-29084,w475,0
clueweb09-en0001-02-30468,w108,1
clueweb09-en0001-02-30468,w197,1
clueweb09-en0009-87-01824,w582,1
clueweb09-en0009-87-01824,w339,1
clueweb09-en0001-30-27818,w205,1
clueweb09-en0001-30-27818,w675,0
clueweb09-enwp03-53-02130,w394,1
clueweb09-enwp03-53-02130,w101,1
clueweb09-en0007-49-25390,w103,0
clueweb09-en0007-49-25390,w196,0
clueweb09-en0000-84-26400,w151,1
clueweb09-en0000-84-26400,w103,1
clueweb09-en0011-31-31900,w101,1
clueweb09-en0011-31-31900,w108,1
clueweb09-en0003-07-27317,w121,0
clueweb09-en0003-07-27317,w102,0
clueweb09-en0001-92-28285,w152,0
clueweb09-en0001-92-28285,w267,0
clueweb09-en0008-03-11532,w101,1
clueweb09-en0008-03-11532,w101,1
clueweb09-enwp00-67-08444,w675,0
clueweb09-enwp00-67-08444,w675,0
clueweb09-en0009-14-23510,w115,1
clueweb09-en0009-14-23510,w102,0
clueweb09-en0007-99-39946,w518,1
clueweb09-en0007-99-39946,w115,1
clueweb09-enwp02-04-09579,w108,1
clueweb09-enwp02-04-09579,w106,1
clueweb09-enwp00-49-10898,w154,1
clueweb09-enwp00-49-10898,w102,0
clueweb09-en0011-62-14929,w677,1
clueweb09-en0011-62-14929,w683,0
clueweb09-en0009-14-22807,w28,0
clueweb09-en0009-14-22807,w179,1
clueweb09-en0009-50-41163,w488,1
clueweb09-en0009-50-41163,w605,1
clueweb09-en0005-56-01195,w220,0
clueweb09-en0005-56-01195,w152,1
clueweb09-en0011-08-18042,w108,1
clueweb09-en0011-08-18042,w197,1
clueweb09-en0002-28-00027,w4,1
clueweb09-en0002-28-00027,w3,1
clueweb09-en0001-80-10580,w100,0
clueweb09-en0001-80-10580,w113,1
clueweb09-en0005-88-08867,w679,1
clueweb09-en0005-88-08867,w592,1
clueweb09-en0005-30-34827,w108,1
clueweb09-en0005-30-34827,w197,1
clueweb09-enwp01-61-20691,w403,1
clueweb09-enwp01-61-20691,w565,0
clueweb09-enwp01-70-13745,w32,0
clueweb09-enwp01-70-13745,w205,1
clueweb09-en0007-26-28253,w674,1
clueweb09-en0007-26-28253,w589,1
clueweb09-en0002-28-00025,w16,1
clueweb09-en0002-28-00025,w3,1
clueweb09-en0004-10-35534,w102,0
clueweb09-en0004-10-35534,w140,1
clueweb09-en0010-71-01491,w102,0
clueweb09-en0010-71-01491,w103,1
clueweb09-en0007-66-42483,w108,1
clueweb09-en0007-66-42483,w152,1
clueweb09-en0004-85-18316,w101,1
clueweb09-en0004-85-18316,w103,1
clueweb09-enwp00-08-16434,w118,0
clueweb09-enwp00-08-16434,w136,1
clueweb09-enwp01-07-05155,w124,1
clueweb09-enwp01-07-05155,w604,0
clueweb09-en0006-95-18618,w267,1
clueweb09-en0006-95-18618,w197,1
clueweb09-en0001-85-17921,w118,1
clueweb09-en0001-85-17921,w102,0
clueweb09-enwp03-20-09209,w153,1
clueweb09-enwp03-20-09209,w589,1
clueweb09-en0002-12-04115,w682,1
clueweb09-en0002-12-04115,w589,1
clueweb09-enwp00-31-05549,w277,1
clueweb09-enwp00-31-05549,w108,1
clueweb09-en0000-04-14301,w3,0
clueweb09-en0000-04-14301,w1,1
clueweb09-en0004-75-06041,w495,1
clueweb09-en0004-75-06041,w682,1
clueweb09-enwp03-19-06024,w48,1
clueweb09-enwp03-19-06024,w682,1
clueweb09-en0003-04-10944,w363,1
clueweb09-en0003-04-10944,w280,0
clueweb09-enwp00-30-12340,w329,1
clueweb09-enwp00-30-12340,w328,1
clueweb09-en0008-18-07252,w101,1
clueweb09-en0008-18-07252,w102,0
clueweb09-en0007-00-12132,w339,1
clueweb09-en0007-00-12132,w108,1
clueweb09-enwp00-54-19590,w675,0
clueweb09-enwp00-54-19590,w680,1
clueweb09-en0003-22-12888,w140,1
clueweb09-en0003-22-12888,w108,1
clueweb09-en0006-46-16195,w133,1
clueweb09-en0006-46-16195,w102,0
clueweb09-en0008-36-00338,w121,1
clueweb09-en0008-36-00338,w320,1
clueweb09-en0004-90-34930,w305,1
clueweb09-en0004-90-34930,w121,1
clueweb09-en0002-26-08939,w192,1
clueweb09-en0002-26-08939,w389,1
clueweb09-en0003-04-22980,w690,0
clueweb09-en0003-04-22980,w589,1
clueweb09-en0010-34-17216,w121,0
clueweb09-en0010-34-17216,w101,1
clueweb09-en0001-03-07843,w63,0
clueweb09-en0001-03-07843,w101,1
clueweb09-en0000-32-03992,w164,1
clueweb09-en0000-32-03992,w141,1
clueweb09-enwp01-09-04681,w140,1
clueweb09-enwp01-09-04681,w489,1
clueweb09-en0011-26-07669,w534,1
clueweb09-en0011-26-07669,w538,1
clueweb09-en0010-52-08079,w358,1
clueweb09-en0010-52-08079,w272,1
clueweb09-en0008-25-22251,w303,1
clueweb09-en0008-25-22251,w28,0
clueweb09-en0006-69-01848,w488,0
clueweb09-en0006-69-01848,w101,1
clueweb09-en0003-87-22658,w103,1
clueweb09-en0003-87-22658,w343,0
clueweb09-en0011-26-07666,w185,1
clueweb09-en0011-26-07666,w363,1
clueweb09-en0008-47-08381,w153,0
clueweb09-en0008-47-08381,w715,1
clueweb09-en0005-23-18319,w683,0
clueweb09-en0005-23-18319,w680,1
clueweb09-en0006-02-39695,w3,1
clueweb09-en0006-02-39695,w4,1
clueweb09-en0000-66-14668,w632,1
clueweb09-en0009-65-38140,w690,1
clueweb09-en0009-65-38140,w679,0
clueweb09-en0010-10-03363,w272,1
clueweb09-en0010-10-03363,w343,0
clueweb09-en0007-45-17329,w118,0
clueweb09-en0007-45-17329,w101,1
clueweb09-en0008-38-01555,w205,1
clueweb09-en0001-29-02065,w678,1
clueweb09-en0001-29-02065,w589,1
clueweb09-en0000-85-04023,w714,1
clueweb09-en0000-85-04023,w589,1
clueweb09-en0000-70-27516,w209,1
clueweb09-en0000-70-27516,w610,1
clueweb09-en0009-85-31373,w236,0
clueweb09-en0009-85-31373,w380,0
clueweb09-en0011-89-08538,w6,1
clueweb09-en0011-89-08538,w7,1
clueweb09-en0011-97-26629,w108,1
clueweb09-en0011-97-26629,w339,0
clueweb09-en0011-36-04602,w102,0
clueweb09-en0011-36-04602,w108,1
clueweb09-enwp00-70-09340,w236,1
clueweb09-enwp00-70-09340,w137,1
clueweb09-en0009-01-09233,w117,0
clueweb09-en0009-01-09233,w102,0
clueweb09-en0011-50-17791,w131,1
clueweb09-en0011-50-17791,w108,1
clueweb09-en0004-82-12306,w115,0
clueweb09-en0004-82-12306,w108,1
clueweb09-en0011-90-15051,w518,1
clueweb09-en0011-90-15051,w2,1
clueweb09-en0008-95-41067,w46,1
clueweb09-en0008-95-41067,w3,1
clueweb09-en0003-10-24179,w685,1
clueweb09-en0003-10-24179,w48,1
clueweb09-en0002-14-03672,w102,0
clueweb09-en0002-14-03672,w144,1
clueweb09-en0002-74-25816,w504,1
clueweb09-en0002-74-25816,w108,1
clueweb09-en0001-07-19574,w122,0
clueweb09-en0001-07-19574,w101,1
clueweb09-en0007-18-39191,w683,1
clueweb09-en0007-18-39191,w676,1
clueweb09-en0010-46-12568,w278,1
clueweb09-en0010-46-12568,w313,0
clueweb09-en0001-60-24485,w133,1
clueweb09-en0001-60-24485,w105,1
clueweb09-en0010-46-12566,w209,1
clueweb09-en0010-46-12566,w140,1
clueweb09-en0010-49-05168,w127,1
clueweb09-en0010-49-05168,w108,1
clueweb09-en0008-38-13205,w632,0
clueweb09-en0008-38-13205,w625,1
clueweb09-en0004-46-14424,w124,1
clueweb09-en0004-46-14424,w281,1
clueweb09-en0002-78-23343,w102,0
clueweb09-en0002-78-23343,w121,1
clueweb09-en0011-55-00053,w103,1
clueweb09-en0011-55-00053,w103,1
clueweb09-en0005-33-21954,w152,0
clueweb09-en0005-33-21954,w103,1
clueweb09-en0001-77-30036,w197,1
clueweb09-en0001-77-30036,w108,1
clueweb09-en0008-38-13208,w632,1
clueweb09-en0008-38-13208,w32,0
clueweb09-enwp02-24-00070,w3,1
clueweb09-enwp02-24-00070,w6,1
clueweb09-en0004-85-11752,w101,1
clueweb09-en0004-85-11752,w398,1
clueweb09-en0006-85-33159,w4,1
clueweb09-en0006-85-33159,w6,0
clueweb09-en0005-23-16389,w353,1
clueweb09-en0005-23-16389,w115,0
clueweb09-en0008-01-36175,w101,1
clueweb09-en0008-01-36175,w267,0
clueweb09-en0004-36-03672,w427,1
clueweb09-en0004-36-03672,w395,1
clueweb09-en0000-05-02112,w140,1
clueweb09-en0000-05-02112,w151,1
clueweb09-en0003-73-01668,w101,1
clueweb09-en0004-15-27244,w695,0
clueweb09-en0004-15-27244,w589,1
clueweb09-enwp03-07-02003,w493,1
clueweb09-enwp03-07-02003,w519,1
clueweb09-en0006-33-22404,w151,1
clueweb09-en0006-33-22404,w127,1
clueweb09-enwp01-92-01368,w103,1
clueweb09-enwp01-92-01368,w197,1
clueweb09-en0007-62-27051,w118,0
clueweb09-en0007-62-27051,w711,0
clueweb09-en0009-03-38647,w121,1
clueweb09-en0009-03-38647,w103,1
clueweb09-enwp00-80-03253,w108,1
clueweb09-enwp00-80-03253,w102,0
clueweb09-en0005-39-09892,w103,1
clueweb09-en0005-39-09892,w160,0
clueweb09-en0004-72-06289,w679,0
clueweb09-en0004-72-06289,w688,0
clueweb09-en0007-03-35359,w2,0
clueweb09-en0007-03-35359,w179,0
clueweb09-en0005-61-22236,w214,1
clueweb09-en0005-61-22236,w46,1
clueweb09-en0001-34-07687,w495,1
clueweb09-en0001-34-07687,w118,1
clueweb09-en0000-40-14370,w121,0
clueweb09-en0000-40-14370,w108,1
clueweb09-en0006-31-01935,w103,1
clueweb09-en0006-31-01935,w121,0
clueweb09-enwp01-96-12908,w394,1
clueweb09-enwp01-96-12908,w519,0
clueweb09-enwp01-24-10899,w338,0
clueweb09-enwp01-24-10899,w153,0
clueweb09-en0001-17-01758,w32,1
clueweb09-en0001-17-01758,w253,1
clueweb09-en0005-68-23808,w108,1
clueweb09-en0005-68-23808,w108,1
clueweb09-enwp03-00-21077,w105,1
clueweb09-enwp03-00-21077,w101,1
clueweb09-en0006-22-34577,w685,1
clueweb09-en0006-22-34577,w675,0
clueweb09-en0005-81-33382,w682,1
clueweb09-en0005-81-33382,w680,1
clueweb09-en0004-89-22103,w1,1
clueweb09-en0004-89-22103,w3,1
clueweb09-en0003-26-03932,w109,1
clueweb09-en0003-26-03932,w25,1
clueweb09-enwp01-90-19908,w1,1
clueweb09-enwp01-90-19908,w6,1
clueweb09-en0004-80-10306,w101,1
clueweb09-en0004-80-10306,w102,0
clueweb09-en0010-82-17700,w102,0
clueweb09-en0010-82-17700,w174,1
clueweb09-en0001-05-15944,w7,0
clueweb09-en0001-05-15944,w6,0
clueweb09-en0008-67-32606,w197,1
clueweb09-en0008-67-32606,w105,1
clueweb09-en0007-60-10589,w124,1
clueweb09-en0007-60-10589,w394,1
clueweb09-en0002-17-22485,w394,1
clueweb09-en0002-17-22485,w208,1
clueweb09-enwp03-03-14683,w115,0
clueweb09-enwp03-03-14683,w518,1
clueweb09-enwp02-06-17656,w680,1
clueweb09-enwp02-06-17656,w693,0
clueweb09-en0006-51-23217,w19,1
clueweb09-en0006-51-23217,w1,1
clueweb09-en0011-71-35701,w589,1
clueweb09-en0011-71-35701,w680,1
clueweb09-en0008-82-30904,w109,1
clueweb09-en0008-82-30904,w121,0
clueweb09-enwp00-68-01735,w236,1
clueweb09-enwp00-68-01735,w108,1
clueweb09-en0009-14-20889,w303,1
clueweb09-en0009-14-20889,w108,1
clueweb09-en0003-62-10887,w388,1
clueweb09-en0003-62-10887,w108,1
clueweb09-en0008-81-15438,w706,1
clueweb09-en0008-81-15438,w682,1
clueweb09-en0008-83-13685,w109,1
clueweb09-en0008-83-13685,w115,1
clueweb09-en0004-95-13822,w675,0
clueweb09-en0004-95-13822,w683,0
clueweb09-en0005-00-19206,w363,1
clueweb09-en0005-00-19206,w108,1
clueweb09-en0009-00-17769,w7,1
clueweb09-en0009-00-17769,w3,1
clueweb09-en0008-81-15437,w686,1
clueweb09-en0008-81-15437,w153,1
clueweb09-en0003-82-16574,w101,1
clueweb09-en0003-82-16574,w236,0
clueweb09-en0005-69-15732,w78,1
clueweb09-en0005-69-15732,w28,1
clueweb09-en0011-88-06031,w690,0
clueweb09-en0011-88-06031,w589,1
clueweb09-enwp03-03-17986,w394,0
clueweb09-enwp03-03-17986,w137,0
clueweb09-en0000-38-18097,w153,0
clueweb09-en0000-38-18097,w685,1
clueweb09-en0008-85-37761,w24,1
clueweb09-en0008-85-37761,w3,1
clueweb09-en0001-59-04825,w211,1
clueweb09-en0001-59-04825,w372,1
clueweb09-en0000-43-35491,w102,0
clueweb09-en0000-43-35491,w100,0
clueweb09-en0001-72-15570,w198,1
clueweb09-en0001-72-15570,w192,0
clueweb09-en0011-85-09773,w102,0
clueweb09-en0011-85-09773,w244,1
clueweb09-en0007-48-31724,w310,0
clueweb09-en0007-48-31724,w152,0
clueweb09-en0001-53-25319,w343,1
clueweb09-en0001-53-25319,w32,0
clueweb09-en0007-96-05056,w674,1
clueweb09-en0007-96-05056,w675,0
clueweb09-enwp01-13-05815,w101,1
clueweb09-enwp01-13-05815,w76,0
clueweb09-en0005-57-04518,w101,1
clueweb09-en0006-17-27544,w394,1
clueweb09-en0006-17-27544,w358,1
clueweb09-en0005-45-15067,w102,0
clueweb09-en0005-45-15067,w126,0
clueweb09-en0010-25-32593,w685,1
clueweb09-en0010-25-32593,w744,0
clueweb09-en0002-98-05205,w121,1
clueweb09-en0002-98-05205,w142,0
clueweb09-en0005-90-05891,w676,0
clueweb09-en0005-90-05891,w675,0
clueweb09-enwp03-06-20093,w674,1
clueweb09-enwp03-06-20093,w118,0
clueweb09-en0001-73-20461,w675,0
clueweb09-en0001-73-20461,w589,1
clueweb09-enwp01-51-15940,w488,0
clueweb09-enwp01-51-15940,w101,1
clueweb09-en0004-39-36048,w197,1
